diseaseId,diseaseName,did
C1527258,Infantile paralysis,3839
C0282527,Infantile Refsum Disease (disorder),3840
C0751490,Infantile Sandhoff Disease,3841
C0751122,Infantile Severe Myoclonic Epilepsy,3842
C1096902,Infantile Sialic Acid Storage Disease,3843
C4750853,Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression,3844
C0740392,"Infarction, Middle Cerebral Artery",3845
C3151062,"INFECTIONS, RECURRENT, WITH ENCEPHALOPATHY, HEPATIC DYSFUNCTION, AND CARDIOVASCULAR MALFORMATIONS",3846
C0158353,Infectious Myositis,3847
C3165106,Infiltrating duct carcinoma of female breast,3848
C1970207,Inflammatory Bowel Disease 10,3849
C2677079,Inflammatory Bowel Disease 19,3850
C2675508,"INFLAMMATORY BOWEL DISEASE 25, AUTOSOMAL RECESSIVE",3851
C2751053,"INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE",3852
C4748083,INFLAMMATORY BOWEL DISEASE 29,3853
C0334121,Inflammatory Myofibroblastic Tumor,3854
C0021400,Influenza,3855
C4707228,Inherited acute myeloid leukemia,3856
C4707238,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,3857
C0598589,Inherited neuropathies,3858
C2932678,Inherited Peripheral Neuropathy,3859
C0152234,Iniencephaly,3860
C0342800,Inosine Triphosphatase Deficiency,3861
C4748658,INTELLECTUAL DEVELOPMENTAL DISORDER AND RETINITIS PIGMENTOSA,3862
C1853755,INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND SPEECH DELAY,3863
C4310682,INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA,3864
C4748135,INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES,3865
C4310617,INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS,3866
C4479520,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES",3867
C4479517,INTELLECTUAL DEVELOPMENTAL DISORDER WITH GASTROINTESTINAL DIFFICULTIES AND HIGH PAIN THRESHOLD,3868
C4748381,INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPERTELORISM AND DISTINCTIVE FACIES,3869
C4479636,INTELLECTUAL DEVELOPMENTAL DISORDER WITH NEUROPSYCHIATRIC FEATURES,3870
C4748041,INTELLECTUAL DEVELOPMENTAL DISORDER WITH OR WITHOUT EPILEPSY OR CEREBELLAR ATAXIA,3871
C4310833,INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN,3872
C4748152,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES",3873
C4749019,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 67",3874
C4749033,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 68",3875
C2930924,"Interferon gamma, receptor 1, deficiency",3876
C1621920,Intermediate Maple Syrup Urine Disease,3877
C0021776,Intermittent Explosive Disorder,3878
C0268569,Intermittent Maple Syrup Urine Disease,3879
C0340569,Internal Carotid Artery Stenosis,3880
C0750990,Internal Carotid Artery Thrombosis,3881
C2930618,Intersex Conditions,3882
C0282488,Interstitial Cystitis,3883
C4225400,INTERSTITIAL LUNG AND LIVER DISEASE,3884
C3553636,"INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL",3885
C3553774,"INTERSTITIAL NEPHRITIS, KARYOMEGALIC",3886
C0158266,Intervertebral Disc Degeneration,3887
C0346627,Intestinal Cancer,3888
C4275062,Intestinal epithelial dysplasia,3889
C0021843,Intestinal Obstruction,3890
C0021847,Intestinal Pseudo-Obstruction,3891
C0007766,Intracranial Aneurysm,3892
C0750936,Intracranial Astrocytoma,3893
C0151740,Intracranial Hypertension,3894
C0349604,Intracranial Meningioma,3895
C0752143,Intracranial Thrombosis,3896
C0345905,Intrahepatic Cholangiocarcinoma,3897
C0008372,Intrahepatic Cholestasis,3898
C1334261,Intraorbital Meningioma,3899
C1846009,"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies",3900
C0235574,Intravascular hemolysis,3901
C1334271,Intraventricular Meningioma,3902
C1394891,Intrinsic Factor Deficiency,3903
C1134719,Invasive Ductal Breast Carcinoma,3904
C1835828,"Invasive Pneumococcal Disease, Recurrent Isolated, 1",3905
C0011574,Involutional Depression,3906
C1571983,Involutional paraphrenia,3907
C1843256,IRAK4 Deficiency,3908
C0266525,Irido-corneal dysgenesis,3909
C0344559,Irido-corneo-trabecular dysgenesis (disorder),3910
C0162316,Iron deficiency anemia,3911
C0282193,Iron Overload,3912
C1851316,"Iron Overload, Autosomal Dominant",3913
C0085576,Iron-Refractory Iron Deficiency Anemia,3914
C0022104,Irritable Bowel Syndrome,3915
C0271178,Irvine-Gass Syndrome,3916
C0242287,Isaacs syndrome,3917
C0948008,Ischemic stroke,3918
C1578917,Islet cell adenomatosis,3919
C1969809,Isobutyryl-CoA dehydrogenase deficiency,3920
C3711376,Isodicentric Chromosome 15 Syndrome,3921
C4757950,Isolated ATP synthase deficiency,3922
C2748571,"Isolated Growth Hormone Deficiency, Type IB",3923
C0271567,"Isolated Growth Hormone Deficiency, Type II",3924
C4722273,"ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IV",3925
C4748435,"ISOLATED GROWTH HORMONE DEFICIENCY, TYPE V",3926
C0271582,Isolated lutropin deficiency (disorder),3927
C3714796,Isolated somatotropin deficiency,3928
C0268575,Isovaleryl-CoA dehydrogenase deficiency,3929
C4283841,ITK Deficiency,3930
C4693848,JABERI-ELAHI SYNDROME,3931
C0553558,Jackknife Seizures,3932
C0022333,Jacksonian Seizure,3933
C3495589,Jalili syndrome,3934
C1834569,Jankovic Rivera syndrome,3935
C0265295,Jansen type metaphyseal chondrodysplasia,3936
C0265343,Jarcho-Levin syndrome,3937
C0022354,"Jaundice, Obstructive",3938
C1855705,Jejunal Atresia with Microcephaly and Ocular Anomalies,3939
C1839564,Jensen syndrome,3940
C0271389,Jerk Nystagmus,3941
C4551509,Jervell And Lange-Nielsen Syndrome 1,3942
C2676723,JERVELL AND LANGE-NIELSEN SYNDROME 2 (disorder),3943
C0022387,Jervell-Lange Nielsen Syndrome,3944
C0265275,Jeune thoracic dystrophy,3945
C3887645,Job Syndrome,3946
C0175692,Johanson-Blizzard syndrome,3947
C4540020,"JOINT LAXITY, SHORT STATURE, AND MYOPIA",3948
C4551568,Joubert syndrome 1,3949
C2749019,JOUBERT SYNDROME 10 (disorder),3950
C3280031,JOUBERT SYNDROME 13,3951
C3280766,JOUBERT SYNDROME 14,3952
C3280897,JOUBERT SYNDROME 15,3953
C3280906,JOUBERT SYNDROME 16,3954
C3553264,JOUBERT SYNDROME 17,3955
C3553758,JOUBERT SYNDROME 18,3956
C3553846,JOUBERT SYNDROME 19,3957
C1842577,JOUBERT SYNDROME 2,3958
C3554235,JOUBERT SYNDROME 20,3959
C3810212,JOUBERT SYNDROME 21,3960
C3810278,JOUBERT SYNDROME 22,3961
C4084822,JOUBERT SYNDROME 23,3962
C4084841,JOUBERT SYNDROME 24,3963
C4084842,JOUBERT SYNDROME 25,3964
C4084843,JOUBERT SYNDROME 26,3965
C4310706,JOUBERT SYNDROME 27,3966
C4310705,JOUBERT SYNDROME 28,3967
C1837713,JOUBERT SYNDROME 3,3968
C4539937,JOUBERT SYNDROME 30,3969
C4540355,JOUBERT SYNDROME 31,3970
C4540389,JOUBERT SYNDROME 33,3971
C4748442,JOUBERT SYNDROME 35,3972
C1846790,JOUBERT SYNDROME 4 (disorder),3973
C1857780,JOUBERT SYNDROME 5,3974
C1853153,JOUBERT SYNDROME 6,3975
C1969053,JOUBERT SYNDROME 7,3976
C2676771,JOUBERT SYNDROME 8 (disorder),3977
C2676788,JOUBERT SYNDROME 9 (disorder),3978
C4518774,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,3979
C4274118,Joubert syndrome with ocular defect,3980
C0079301,Junctional Epidermolysis Bullosa,3981
C4317339,Juvenile Absence Epilepsy,3982
C3468114,Juvenile amyotrophic lateral sclerosis,3983
C3495559,Juvenile arthritis,3984
C0268060,Juvenile hemochromatosis,3985
C0751208,Juvenile Huntington Disease,3986
C4282180,Juvenile macular degeneration,3987
C0349639,Juvenile Myelomonocytic Leukemia,3988
C0270853,Juvenile Myoclonic Epilepsy,3989
C4551857,Juvenile Myoclonic Epilepsy of Janz,3990
C0268626,Juvenile nephropathic cystinosis (disorder),3991
C0751717,Juvenile Neuroaxonal Dystrophy,3992
C0751383,Juvenile Neuronal Ceroid Lipofuscinosis,3993
C0264080,Juvenile osteoporosis,3994
C2931171,Juvenile pauciarticular chronic arthritis,3995
C0280783,Juvenile Pilocytic Astrocytoma,3996
C1868081,Juvenile Polyposis Coli,3997
C1832940,JUVENILE POLYPOSIS OF STOMACH,3998
C0345893,Juvenile polyposis syndrome,3999
C3714758,Juvenile psoriatic arthritis,4000
C0751595,Juvenile Pyruvate Dehydrogenase Complex Deficiency Disease,4001
C0751491,Juvenile Sandhoff Disease,4002
C0152109,Juvenile Spinal Muscular Atrophy,4003
C0087031,Juvenile-Onset Still Disease,4004
C2745945,Juvenile-Onset Vitelliform Macular Dystrophy,4005
C0796004,Kabuki make-up syndrome,4006
C2675185,Kahrizi Syndrome,4007
C0162809,Kallmann Syndrome,4008
C1563719,Kallmann Syndrome 1,4009
C1563720,Kallmann Syndrome 2 (disorder),4010
C2930927,"Kallmann syndrome, type 3, recessive",4011
C1367420,Kaposiform Hemangioendothelioma,4012
C3279824,Kappa-Chain Deficiency,4013
C0022521,Kartagener Syndrome,4014
C1855663,Kaufman oculocerebrofacial syndrome,4015
C0948368,Kaufman-McKusick syndrome,4016
C0220687,KBG syndrome,4017
C0022541,Kearns-Sayre syndrome,4018
C0022548,Keloid,4019
C0265291,Kenny-Caffey syndrome,4020
C1855648,"KENNY-CAFFEY SYNDROME, TYPE 1",4021
C4316787,"Kenny-Caffey syndrome, type 2",4022
C3279800,KEPPEN-LUBINSKY SYNDROME,4023
C3665333,Keratitis-Ichthyosis-Deafness Syndrome,4024
C0022578,Keratoconus,4025
C1835677,Keratoconus 1,4026
C1835671,Keratoderma palmoplantar spastic paralysis,4027
C0406767,Keratoderma with scleroatrophy of the extremities,4028
C4551675,"Keratoderma, Palmoplantar",4029
C0022584,"Keratoderma, Palmoplantar, Diffuse",4030
C1721006,"Keratoderma, Palmoplantar, Epidermolytic",4031
C1855644,"Keratoderma, Palmoplantar, Norrbotten Recessive Type",4032
C0022595,Keratosis Follicularis,4033
C3887525,"Keratosis Follicularis Spinulosa Decalvans, X-Linked",4034
C1866029,Keratosis Linearis with Ichthyosis Congenita and Sclerosing Keratoderma,4035
C2936837,Keratosis of Greither,4036
C1835662,Keratosis palmoplantaris papulosa,4037
C2931122,Keratosis palmoplantaris striata 1,4038
C2931123,Keratosis palmoplantaris striata 3,4039
C1852127,KERATOSIS PALMOPLANTARIS STRIATA II,4040
C0343057,Keratosis pilaris decalvans,4041
C1855607,Keutel syndrome,4042
C0022650,Kidney Calculi,4043
C0035078,Kidney Failure,4044
C0022660,"Kidney Failure, Acute",4045
C0022661,"Kidney Failure, Chronic",4046
C0022665,Kidney Neoplasm,4047
C4540395,KLEEFSTRA SYNDROME 2,4048
C0079661,Klein's Syndrome,4049
C4706574,KLHL9-related early-onset distal myopathy,4050
C1859209,Klippel Feil syndrome recessive type,4051
C0022738,Klippel-Feil Syndrome,4052
C3150967,"KLIPPEL-FEIL SYNDROME 3, AUTOSOMAL DOMINANT",4053
C4225285,"KLIPPEL-FEIL SYNDROME 4, AUTOSOMAL RECESSIVE, WITH NEMALINE MYOPATHY AND FACIAL DYSMORPHISM",4054
C1861689,"KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT",4055
C0022739,Klippel-Trenaunay-Weber Syndrome,4056
C0406740,Kohlschutter Tonz syndrome,4057
C2673266,"KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY",4058
C0796012,Krause-Kivlin syndrome,4059
C1847640,KUFOR-RAKEB SYNDROME,4060
C1859709,Kuskokwim disease,4061
C3888081,L-2-hydroxyglutaric acidemia,4062
C1855995,L-2-HYDROXYGLUTARIC ACIDURIA,4063
C3810090,L-FERRITIN DEFICIENCY,4064
C0023453,L2 Acute Lymphoblastic Leukemia,4065
C0022906,Lacrimal Duct Obstruction,4066
C1867060,"Lacrimal Puncta, Absence of",4067
C0265269,Lacrimoauriculodentodigital syndrome,4068
C3279904,Lactate Dehydrogenase B Deficiency,4069
C2931743,Lactate dehydrogenase deficiency type A,4070
C3492932,"Lactic Acidosis, Congenital Infantile, Due To Lad Deficiency",4071
C1855552,Lactic Aciduria due to D-Lactic Acid,4072
C0268181,"Lactose Intolerance, Adult Type",4073
C0751784,"Lafora Body Disease, Late Onset",4074
C0751783,Lafora Disease,4075
C4225202,LAMB-SHAFFER SYNDROME,4076
C0022972,Lambert-Eaton Myasthenic Syndrome,4077
C1832550,"Lamellar ichthyosis, type 2",4078
C0282512,Landau-Kleffner Syndrome,4079
C0432230,Langer Mesomelic Dysplasia Syndrome,4080
C0023003,Langer-Giedion Syndrome,4081
C4310678,LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA,4082
C0345958,Large cell carcinoma of lung,4083
C0175778,Larsen syndrome,4084
C2931649,"Larsen syndrome, recessive type",4085
C0023055,Laryngeal neoplasm,4086
C0280324,Laryngeal Squamous Cell Carcinoma,4087
C1328355,Laryngoonychocutaneous syndrome,4088
C0751718,Late Infantile Neuroaxonal Dystrophy,4089
C0342467,Late onset congenital adrenal hyperplasia,4090
C0022340,Late-Infantile Neuronal Ceroid Lipfuscinosis,4091
C0268252,Late-Onset Globoid Cell Leukodystrophy,4092
C4304724,Late-onset junctional epidermolysis bullosa,4093
C1854065,LATE-ONSET RETINAL DEGENERATION (disorder),4094
C0043019,Lateral Medullary Syndrome,4095
C0154682,Lateral Sclerosis,4096
C1846421,Lathosterolosis,4097
C0023138,Laurence-Moon Syndrome,4098
C1851100,LAURIN-SANDROW SYNDROME,4099
C1851101,"Laurin-Sandrow Syndrome, Segmental",4100
C0023176,Lead Poisoning,4101
C0751859,"Lead Poisoning, Nervous System",4102
C0751265,Learning Disabilities,4103
C0751263,Learning Disturbance,4104
C0339527,Leber Congenital Amaurosis,4105
C1857821,LEBER CONGENITAL AMAUROSIS 10 (disorder),4106
C1840284,LEBER CONGENITAL AMAUROSIS 11,4107
C1857743,LEBER CONGENITAL AMAUROSIS 12 (disorder),4108
C2675186,LEBER CONGENITAL AMAUROSIS 13,4109
C2750063,Leber Congenital Amaurosis 14,4110
C3151206,LEBER CONGENITAL AMAUROSIS 15,4111
C3280062,LEBER CONGENITAL AMAUROSIS 16,4112
C3715164,LEBER CONGENITAL AMAUROSIS 17,4113
C1858677,LEBER CONGENITAL AMAUROSIS 3 (disorder),4114
C1858386,Leber Congenital Amaurosis 4,4115
C1858301,LEBER CONGENITAL AMAUROSIS 5,4116
C1854260,LEBER CONGENITAL AMAUROSIS 6 (disorder),4117
C3151192,LEBER CONGENITAL AMAUROSIS 7,4118
C3151202,LEBER CONGENITAL AMAUROSIS 8,4119
C1837873,LEBER CONGENITAL AMAUROSIS 9 (disorder),4120
C4693498,LEBER CONGENITAL AMAUROSIS WITH EARLY-ONSET DEAFNESS,4121
C1839040,LEBER OPTIC ATROPHY AND DYSTONIA,4122
C4304725,Leber plus disease,4123
C0023195,Lecithin Acyltransferase Deficiency,4124
C3178807,Left Atrial Isomerism,4125
C0149721,Left Ventricular Hypertrophy,4126
C1960469,Left ventricular noncompaction,4127
C3715165,LEFT VENTRICULAR NONCOMPACTION 10,4128
C3150682,LEFT VENTRICULAR NONCOMPACTION 4,4129
C3150690,LEFT VENTRICULAR NONCOMPACTION 5,4130
C3809288,LEFT VENTRICULAR NONCOMPACTION 8,4131
C4021133,Left ventricular noncompaction cardiomyopathy,4132
C0023212,Left-Sided Heart Failure,4133
C0023241,Legionnaires' Disease,4134
C0023264,Leigh Disease,4135
C1857355,"Leigh syndrome , French Canadian type",4136
C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,4137
C1850597,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,4138
C1850598,Leigh Syndrome due to Mitochondrial Complex III Deficiency,4139
C1850599,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,4140
C1850600,Leigh Syndrome due to Mitochondrial Complex V Deficiency,4141
C0086533,"Leiomyoma, Epithelioid",4142
C1839884,"Leiomyomatosis, esophageal and vulval, with nephropathy",4143
C0023269,leiomyosarcoma,4144
C0205815,"Leiomyosarcoma, Epithelioid",4145
C0205816,"Leiomyosarcoma, Myxoid",4146
C0023281,Leishmaniasis,4147
C0023290,"Leishmaniasis, Visceral",4148
C0238111,Lennox-Gastaut syndrome,4149
C0750951,Lenticulostriate Disorders,4150
C3492944,Lentiginosis Profusa,4151
C0432269,Lenz Majewski hyperostotic dwarfism,4152
C0175704,LEOPARD Syndrome,4153
C4551484,Leopard Syndrome 1,4154
C0023343,Leprosy,4155
C0265309,Leri-Weill dyschondrosteosis,4156
C0023374,Lesch-Nyhan Syndrome,4157
C0154748,Lesion of Sciatic Nerve,4158
C1389273,Lesions in the basal ganglia,4159
C2678471,Lethal Arthrogryposis With Anterior Horn Cell Disease,4160
C1969655,LETHAL CONGENITAL CONTRACTURAL SYNDROME 3,4161
C1854664,LETHAL CONGENITAL CONTRACTURE SYNDROME 1,4162
C4310760,LETHAL CONGENITAL CONTRACTURE SYNDROME 10,4163
C4310670,LETHAL CONGENITAL CONTRACTURE SYNDROME 11,4164
C3554046,LETHAL CONGENITAL CONTRACTURE SYNDROME 4,4165
C3809272,LETHAL CONGENITAL CONTRACTURE SYNDROME 5,4166
C4015686,LETHAL CONGENITAL CONTRACTURE SYNDROME 6,4167
C4225386,LETHAL CONGENITAL CONTRACTURE SYNDROME 7,4168
C4225385,LETHAL CONGENITAL CONTRACTURE SYNDROME 8,4169
C4225303,LETHAL CONGENITAL CONTRACTURE SYNDROME 9,4170
C0406585,Lethal tight skin contracture syndrome (disorder),4171
C0023418,leukemia,4172
C1860789,"Leukemia, Megakaryoblastic, of Down Syndrome",4173
C0023466,"Leukemia, Monocytic, Chronic",4174
C0023467,"Leukemia, Myelocytic, Acute",4175
C1292772,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",4176
C0023492,"Leukemia, T-Cell",4177
C0398738,Leukocyte adhesion deficiency type 1,4178
C2748536,"Leukocyte Adhesion Deficiency, Type III",4179
C4225213,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,4180
C1868512,"Leukodystrophy, Demyelinating, Adult-Onset, Autosomal Dominant",4181
C3496228,"Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia",4182
C3502054,"Leukodystrophy, Dysmyelinating, with Oligodontia",4183
C4225332,"LEUKODYSTROPHY, HYPOMYELINATING, 10",4184
C4225305,"LEUKODYSTROPHY, HYPOMYELINATING, 11",4185
C4225247,"LEUKODYSTROPHY, HYPOMYELINATING, 12",4186
C4225170,"LEUKODYSTROPHY, HYPOMYELINATING, 13",4187
C4693535,"LEUKODYSTROPHY, HYPOMYELINATING, 14",4188
C4693733,"LEUKODYSTROPHY, HYPOMYELINATING, 15",4189
C4693779,"LEUKODYSTROPHY, HYPOMYELINATING, 16",4190
C1837355,"Leukodystrophy, Hypomyelinating, 2",4191
C2676244,"Leukodystrophy, Hypomyelinating, 6",4192
C3280644,"LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM",4193
C4015323,"LEUKODYSTROPHY, HYPOMYELINATING, 9",4194
C2676243,"Leukodystrophy, Hypomyelinating, with Hypodontia and Hypogonadotropic Hypogonadism",4195
C0023522,"Leukodystrophy, Metachromatic",4196
C4540358,"LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET",4197
C3810242,LEUKOENCEPHALOPATHY WITH ATAXIA,4198
C1970180,Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation,4199
C3150990,LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY,4200
C1970840,Leukoencephalopathy With Metaphyseal Chondrodysplasia,4201
C3281200,"LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS",4202
C2751843,"Leukoencephalopathy, Cystic, Without Megalencephaly",4203
C4014588,"LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE",4204
C1704317,Leukokeratosis,4205
C1721005,"Leukokeratosis, Hereditary Mucosal",4206
C0023530,Leukopenia,4207
C0023531,Leukoplakia,4208
C0023532,"Leukoplakia, Oral",4209
C3279662,Leukotriene C4 Synthase Deficiency,4210
C0752347,Lewy Body Disease,4211
C0266432,Leydig cell agenesis,4212
C0860158,Leydig Cell Hypoplasia,4213
C2673497,"Leydig Cell Hypoplasia, Type II",4214
C0023601,Leydig Cell Tumor,4215
C0242380,Libman-Sacks Disease,4216
C0023645,Lichen planus follicularis,4217
C4225383,LICHTENSTEIN-KNORR SYNDROME,4218
C0221043,Liddle Syndrome,4219
C4748292,LIDDLE SYNDROME 3,4220
C1847827,LIG4 Syndrome,4221
C1869123,Limb-girdle muscular dystrophy type 2A,4222
C1832525,Limb-girdle muscular dystrophy type 2F,4223
C0270968,Limb-girdle muscular dystrophy type 2H,4224
C1836765,"LIMB-GIRDLE MUSCULAR DYSTROPHY, TYPE 1G (disorder)",4225
C1858593,"Limb-girdle muscular dystrophy, type 2E",4226
C0752291,Limit-Setting Sleep Disorder,4227
C3550921,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2,4228
C4225421,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3,4229
C0152115,Lingual-Facial-Buccal Dyskinesia,4230
C0023743,Linitis Plastica,4231
C1855498,Lipase deficiency combined,4232
C4310822,LIPID STORAGE MYOPATHY DUE TO FLAVIN ADENINE DINUCLEOTIDE SYNTHETASE DEFICIENCY,4233
C0011859,Lipoatrophic Diabetes Mellitus,4234
C0023787,Lipodystrophy,4235
C2750069,"Lipodystrophy, Congenital Generalized, Type 4",4236
C3151268,"LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 4",4237
C3808940,"LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 5",4238
C4014869,"LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6",4239
C3887501,"LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO",4240
C0342474,Lipoid congenital adrenal hyperplasia,4241
C0027721,Lipoid nephrosis,4242
C0023795,Lipoid Proteinosis of Urbach and Wiethe,4243
C0023794,Lipoidosis,4244
C0023798,Lipoma,4245
C0023806,Lipomucopolysaccharidosis,4246
C0023827,liposarcoma,4247
C0205824,"Liposarcoma, Dedifferentiated",4248
C0205825,"Liposarcoma, Pleomorphic",4249
C1370889,"Liposarcoma, well differentiated",4250
C4225379,LIPOYLTRANSFERASE 1 DEFICIENCY,4251
C0266463,Lissencephaly,4252
C1969029,Lissencephaly 3,4253
C3151461,LISSENCEPHALY 4,4254
C3554657,LISSENCEPHALY 5,4255
C4015525,LISSENCEPHALY 6 WITH MICROCEPHALY,4256
C4310646,LISSENCEPHALY 8,4257
C0796089,"LISSENCEPHALY SYNDROME, NORMAN-ROBERTS TYPE",4258
C4551968,"Lissencephaly, X-Linked, 1",4259
C1846171,"Lissencephaly, X-Linked, 2",4260
C2239176,Liver carcinoma,4261
C0023890,Liver Cirrhosis,4262
C0023891,"Liver Cirrhosis, Alcoholic",4263
C0023893,"Liver Cirrhosis, Experimental",4264
C0085605,Liver Failure,4265
C0162557,"Liver Failure, Acute",4266
C3278664,"LIVER FAILURE, INFANTILE, TRANSIENT",4267
C0431362,Lobar Holoprosencephaly,4268
C0032300,Lobar Pneumonia,4269
C0023931,Lobstein Disease,4270
C0206143,Loeffler's Endocarditis,4271
C3711645,Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,4272
C0220711,Long chain acyl-CoA dehydrogenase deficiency,4273
C0023976,Long QT Syndrome,4274
C2678484,Long Qt Syndrome 10,4275
C2678483,Long Qt Syndrome 11,4276
C2751830,Long Qt Syndrome 12,4277
C3150733,LONG QT SYNDROME 13,4278
C3150943,Long Qt Syndrome 2,4279
C3276240,"LONG QT SYNDROME 2/3, DIGENIC",4280
C1859062,LONG QT SYNDROME 3,4281
C1838527,"LONG QT SYNDROME 3, ACQUIRED, SUSCEPTIBILITY TO (finding)",4282
C3276241,"LONG QT SYNDROME 3/6, DIGENIC Disorder",4283
C1867904,LONG QT SYNDROME 5,4284
C3150953,Long Qt Syndrome 6,4285
C2678485,LONG QT SYNDROME 9 (disorder),4286
C2931401,Long QT syndrome type 3,4287
C0265581,Longitudinal deficiency of radius,4288
C0406468,Loose Anagen Hair Syndrome,4289
C4479491,LOPES-MACIEL-RODAN SYNDROME,4290
C0345218,Low anorectal malformation,4291
C0079747,Low Grade Lymphoma (neoplasm),4292
C1839874,Low Molecular Weight Proteinuria with Hypercalciuria and Nephrocalcinosis,4293
C2609268,Low phospholipid-associated cholelithiasis,4294
C0152136,Low Tension Glaucoma,4295
C0796021,Lowry Wood syndrome,4296
C1846058,Lubs X-linked mental retardation syndrome,4297
C0949496,Luft Disease,4298
C0796022,Lujan Fryns syndrome,4299
C0221775,Lumbar disc disease,4300
C0431415,Lumbosacral agenesis,4301
C4310653,"LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME",4302
C0273115,Lung Injury,4303
C0409974,Lupus Erythematosus,4304
C0024138,"Lupus Erythematosus, Discoid",4305
C0024141,"Lupus Erythematosus, Systemic",4306
C0024143,Lupus Nephritis,4307
C0024131,Lupus Vulgaris,4308
C3668935,"Luteinizing Hormone Resistance, Female",4309
C0751674,Lymphangioleiomyomatosis,4310
C0206620,"Lymphangioma, Cystic",4311
C4747646,LYMPHATIC MALFORMATION 3,4312
C4225184,LYMPHATIC MALFORMATION 6,4313
C4310629,LYMPHATIC MALFORMATION 7,4314
C0024232,Lymphatic Metastasis,4315
C0265345,Lymphedema distichiasis syndrome,4316
C1835265,"Lymphedema, microcephaly and chorioretinopathy syndrome",4317
C2675066,Lymphedema-Distichiasis Syndrome with Renal Disease and Diabetes Mellitus,4318
C1266194,Lymphocyte Rich Classical Hodgkin Lymphoma,4319
C0024291,"Lymphohistiocytosis, Hemophagocytic",4320
C0023448,Lymphoid leukemia,4321
C3714542,"Lymphoma, Diffuse",4322
C1955906,"Lymphoma, Extranodal NK-T-Cell",4323
C0024301,"Lymphoma, Follicular",4324
C1956130,"Lymphoma, Follicular, Grade 1",4325
C1956132,"Lymphoma, Follicular, Grade 2",4326
C1956131,"Lymphoma, Follicular, Grade 3",4327
C0079741,"Lymphoma, Intermediate-Grade",4328
C0079745,"Lymphoma, Large-Cell, Follicular",4329
C0751958,"Lymphoma, Lymphocytic, Intermediate",4330
C0024304,"Lymphoma, Mixed-Cell",4331
C0079758,"Lymphoma, Mixed-Cell, Follicular",4332
C0024305,"Lymphoma, Non-Hodgkin",4333
