GeneID,id
10857,257
115548,258
1212,259
10618,260
8907,261
2017,262
55707,263
11252,264
130340,265
10093,266
10094,267
8218,268
950,269
9829,270
185,271
2288,272
4306,273
8204,274
3297,275
2908,276
6271,277
10598,278
5536,279
2099,280
11146,281
2625,282
23239,283
2289,284
3303,285
5481,286
3306,287
5594,288
10728,289
475,290
7090,291
3308,292
3320,293
3326,294
8202,295
10963,296
2475,297
2033,298
3169,299
3305,300
2100,301
207,302
5264,303
5241,304
5595,305
367,306
1179,307
3304,308
56603,309
1576,310
29785,311
1592,312
1548,313
1577,314
1559,315
1555,316
346673,317
8854,318
1544,319
220,320
316,321
1543,322
1551,323
216,324
1558,325
339345,326
1562,327
340665,328
1381,329
1579,330
55471,331
4694,332
4535,333
4701,334
4725,335
4713,336
4705,337
51295,338
374291,339
4698,340
4720,341
4722,342
55967,343
4702,344
4538,345
51079,346
4696,347
4728,348
4536,349
4712,350
4719,351
4729,352
4715,353
91942,354
4540,355
4717,356
4724,357
4704,358
4708,359
4710,360
4707,361
55572,362
4731,363
4714,364
54539,365
4695,366
80224,367
4711,368
137682,369
51300,370
4716,371
25915,372
4700,373
4718,374
4726,375
4706,376
4541,377
4537,378
55863,379
4723,380
126328,381
63899,382
4709,383
28976,384
54516,385
79133,386
29078,387
51103,388
2519,389
4353,390
7184,391
5034,392
410,393
79980,394
56729,395
10272,396
10130,397
10493,398
175,399
3371,400
174,401
2665,402
1356,403
10232,404
383,405
1991,406
813,407
57719,408
4125,409
265,410
4240,411
2621,412
91851,413
5036,414
1114,415
1727,416
54587,417
93100,418
2990,419
51316,420
5954,421
56975,422
6383,423
8635,424
1471,425
25801,426
29106,427
2444,428
6386,429
8614,430
5580,431
7425,432
2200,433
56955,434
11167,435
258,436
6694,437
3895,438
5265,439
147111,440
718,441
3270,442
11098,443
3487,444
2717,445
5707,446
9588,447
3915,448
302,449
566,450
213,451
64856,452
652,453
3698,454
336,455
10577,456
116519,457
54757,458
10487,459
84141,460
4069,461
8804,462
10117,463
348,464
3488,465
411,466
351,467
3614,468
375056,469
3484,470
10694,471
8836,472
7857,473
3490,474
5343,475
462,476
201294,477
3827,478
8074,479
29108,480
387263,481
387921,482
6696,483
2719,484
4148,485
51156,486
11320,487
10383,488
7415,489
1758,490
54472,491
153642,492
335,493
80142,494
5589,495
1000,496
255738,497
3074,498
5624,499
4924,500
2720,501
54972,502
11240,503
10576,504
2153,505
4221,506
29952,507
4332,508
58485,509
720,510
2760,511
8720,512
3053,513
401138,514
3486,515
5834,516
10970,517
203068,518
5005,519
23593,520
2517,521
2512,522
1075,523
8404,524
102,525
3569,526
671,527
5768,528
6317,529
334,530
6278,531
23197,532
3912,533
1435,534
5179,535
51246,536
57104,537
5611,538
1462,539
4052,540
5657,541
7076,542
3956,543
47,544
388697,545
197,546
51280,547
5476,548
7466,549
6037,550
3913,551
6036,552
2266,553
2243,554
9798,555
2335,556
1511,557
80341,558
9210,559
2896,560
114790,561
2171,562
8542,563
2588,564
55313,565
7276,566
9957,567
9653,568
10090,569
10082,570
9394,571
3339,572
6382,573
2131,574
375790,575
221914,576
51301,577
2262,578
2817,579
2651,580
9672,581
2650,582
6385,583
26035,584
2239,585
6405,586
9423,587
23654,588
1947,589
10154,590
1949,591
5364,592
1944,593
91584,594
23129,595
55558,596
1942,597
1943,598
5365,599
5361,600
8829,601
5362,602
7422,603
1946,604
1948,605
8828,606
1945,607
5698,608
5705,609
8724,610
5701,611
144453,612
183,613
5717,614
5720,615
5710,616
1182,617
5692,618
5565,619
23433,620
5644,621
7532,622
122706,623
1811,624
5687,625
5689,626
5704,627
54831,628
27248,629
266675,630
5573,631
9861,632
5576,633
5682,634
5577,635
5695,636
91445,637
3301,638
7430,639
23198,640
2316,641
53632,642
7439,643
5562,644
10613,645
6351,646
9497,647
5706,648
9100,649
2318,650
79139,651
5566,652
143471,653
6048,654
55107,655
10956,656
116369,657
6340,658
5683,659
6338,660
8671,661
5711,662
1181,663
9368,664
51422,665
6558,666
115019,667
5568,668
5684,669
91319,670
821,671
10197,672
5690,673
6387,674
9491,675
5716,676
5691,677
2741,678
57120,679
7534,680
2317,681
6356,682
5694,683
5702,684
5174,685
3758,686
5715,687
2147,688
5714,689
5709,690
5571,691
5721,692
5718,693
5699,694
5719,695
5686,696
5713,697
57101,698
3576,699
7082,700
6337,701
1180,702
10213,703
5567,704
2792,705
6550,706
5696,707
5688,708
1906,709
5685,710
5592,711
5700,712
3783,713
8001,714
10273,715
196527,716
65010,717
51009,718
2782,719
5708,720
5575,721
6690,722
6400,723
11160,724
5693,725
5564,726
5563,727
9351,728
1595,729
4802,730
